id;nome;email;Contador
 1,0;iago;iago@gmail.com;1
 1,0;iago;iago@gmail.com;2
 1,0;iago;iago@gmail.com;3
 1,0;iago;iago@gmail.com;4
 1,0;iago;iago@gmail.com;5
 1,0;iago;iago@gmail.com;6
 1,0;iago;iago@gmail.com;7
 1,0;iago;iago@gmail.com;8
 1,0;iago;iago@gmail.com;9
 1,0;iago;iago@gmail.com;10
 1,0;iago;iago@gmail.com;11
 1,0;iago;iago@gmail.com;12
 1,0;iago;iago@gmail.com;13
 1,0;iago;iago@gmail.com;14
 1,0;iago;iago@gmail.com;15
 1,0;iago;iago@gmail.com;16
 1,0;iago;iago@gmail.com;17
 1,0;iago;iago@gmail.com;18
 1,0;iago;iago@gmail.com;19
 1,0;iago;iago@gmail.com;20
 1,0;iago;iago@gmail.com;21
 1,0;iago;iago@gmail.com;22
 1,0;iago;iago@gmail.com;23
 1,0;iago;iago@gmail.com;24
 1,0;iago;iago@gmail.com;25
 1,0;iago;iago@gmail.com;26
 1,0;iago;iago@gmail.com;27
 1,0;iago;iago@gmail.com;28
 1,0;iago;iago@gmail.com;29
 1,0;iago;iago@gmail.com;30
 1,0;iago;iago@gmail.com;31
 1,0;iago;iago@gmail.com;32
 1,0;iago;iago@gmail.com;33
 1,0;iago;iago@gmail.com;34
 1,0;iago;iago@gmail.com;35
 1,0;iago;iago@gmail.com;36
 1,0;iago;iago@gmail.com;37
 1,0;iago;iago@gmail.com;38
 1,0;iago;iago@gmail.com;39
 1,0;iago;iago@gmail.com;40
 1,0;iago;iago@gmail.com;41
 1,0;iago;iago@gmail.com;42
 1,0;iago;iago@gmail.com;43
 1,0;iago;iago@gmail.com;44
 1,0;iago;iago@gmail.com;45
 1,0;iago;iago@gmail.com;46
 1,0;iago;iago@gmail.com;47
 1,0;iago;iago@gmail.com;48
 1,0;iago;iago@gmail.com;49
 1,0;iago;iago@gmail.com;50
 1,0;iago;iago@gmail.com;51
 1,0;iago;iago@gmail.com;52
 1,0;iago;iago@gmail.com;53
 1,0;iago;iago@gmail.com;54
 1,0;iago;iago@gmail.com;55
 1,0;iago;iago@gmail.com;56
 1,0;iago;iago@gmail.com;57
 1,0;iago;iago@gmail.com;58
 1,0;iago;iago@gmail.com;59
 1,0;iago;iago@gmail.com;60
 1,0;iago;iago@gmail.com;61
 1,0;iago;iago@gmail.com;62
 1,0;iago;iago@gmail.com;63
 1,0;iago;iago@gmail.com;64
 1,0;iago;iago@gmail.com;65
 1,0;iago;iago@gmail.com;66
 1,0;iago;iago@gmail.com;67
 1,0;iago;iago@gmail.com;68
 1,0;iago;iago@gmail.com;69
 1,0;iago;iago@gmail.com;70
 1,0;iago;iago@gmail.com;71
 1,0;iago;iago@gmail.com;72
 1,0;iago;iago@gmail.com;73
 1,0;iago;iago@gmail.com;74
 1,0;iago;iago@gmail.com;75
 1,0;iago;iago@gmail.com;76
 1,0;iago;iago@gmail.com;77
 1,0;iago;iago@gmail.com;78
 1,0;iago;iago@gmail.com;79
 1,0;iago;iago@gmail.com;80
 1,0;iago;iago@gmail.com;81
 1,0;iago;iago@gmail.com;82
 1,0;iago;iago@gmail.com;83
 1,0;iago;iago@gmail.com;84
 1,0;iago;iago@gmail.com;85
 1,0;iago;iago@gmail.com;86
 1,0;iago;iago@gmail.com;87
 1,0;iago;iago@gmail.com;88
 1,0;iago;iago@gmail.com;89
 1,0;iago;iago@gmail.com;90
 1,0;iago;iago@gmail.com;91
 1,0;iago;iago@gmail.com;92
 1,0;iago;iago@gmail.com;93
 1,0;iago;iago@gmail.com;94
 1,0;iago;iago@gmail.com;95
 1,0;iago;iago@gmail.com;96
 1,0;iago;iago@gmail.com;97
 1,0;iago;iago@gmail.com;98
 1,0;iago;iago@gmail.com;99
 1,0;iago;iago@gmail.com;100
